KELOMPOK,KODE,KETERANGAN,ID_BAHAN,KOEFISIEN
a. Bahan,SNI-H.6.30,LANTAI 2,M.006,0.03
a. Bahan,SNI-H.6.30,LANTAI 2,M.010j,11
b. Upah,SNI-H.6.34,LANTAI 2,L.010,0.022
b. Upah,SNI-H.6.34,LANTAI 2,L.007,0.022
b. Upah,SNI-H.6.34,LANTAI 2,L.002,0.22
b. Upah,SNI-H.6.34,LANTAI 2,L.008,0.44
a. Bahan,SNI-H.6.34,LANTAI 2,M.002b,1
a. Bahan,SNI-H.6.34,LANTAI 2,M.001a,0.032
a. Bahan,SNI-H.6.34,LANTAI 2,M.002a,10.8
a. Bahan,SNI-H.6.34,LANTAI 2,M.006,0.05
a. Bahan,SNI-H.6.34,LANTAI 2,M.010i,3.5
b. Upah,SNI-I.6.24,LANTAI 2,L.010,0.0055
b. Upah,SNI-I.6.24,LANTAI 2,L.007,0.0055
b. Upah,SNI-I.6.24,LANTAI 2,L.002,0.055
b. Upah,SNI-I.6.24,LANTAI 2,L.008,0.11
a. Bahan,SNI-I.6.24,LANTAI 2,M.006h,0.11
a. Bahan,SNI-I.6.24,LANTAI 2,M.007b,0.364
a. Bahan,SNI-F.6.39a,LANTAI 2,M.005i,0.012
a. Bahan,SNI-F.6.39a,LANTAI 2,M.006,0.1
b. Upah,SNI-F.6.39a,LANTAI 2,L.008,0.165
b. Upah,SNI-F.6.39a,LANTAI 2,L.002,0.275
b. Upah,SNI-F.6.39a,LANTAI 2,L.007,0.0275
b. Upah,SNI-F.6.39a,LANTAI 2,L.010,0.0825
a. Bahan,SNI-L.6.47e,LANTAI 2,M.002a,11.38
a. Bahan,SNI-L.6.47e,LANTAI 2,M.001a,0.042
a. Bahan,SNI-L.6.47e,LANTAI 2,M.002b,1.5
b. Upah,SNI-L.6.47e,LANTAI 2,L.008,0.682
b. Upah,SNI-L.6.47e,LANTAI 2,L.001,0.385
b. Upah,SNI-L.6.47e,LANTAI 2,L.007,0.0385
b. Upah,SNI-L.6.47e,LANTAI 2,L.010,0.033
a. Bahan,SNI-L.6.47e,LANTAI 2,M.004f,12
b. Upah,BOW-K.6+23,LANTAI 2,L.010,0.0068
b. Upah,BOW-K.6+23,LANTAI 2,L.008,0.1375
b. Upah,BOW-K.6+23,LANTAI 2,L.007,0.0207
b. Upah,BOW-K.6+23,LANTAI 2,L.004,0.2062
a. Bahan,BOW-K.6+23,LANTAI 2,M.011b,0.4
a. Bahan,SNI-M.6.14b,LANTAI 2,M.011b,0.36
a. Bahan,SNI-M.6.14b,LANTAI 2,M.012a,0.1
b. Upah,SNI-M.6.14b,LANTAI 2,L.008,0.022
b. Upah,SNI-M.6.14b,LANTAI 2,L.004,0.0693
b. Upah,SNI-M.6.14b,LANTAI 2,L.007,0.0069
b. Upah,SNI-M.6.14b,LANTAI 2,L.010,0.0028
b. Upah,SNI-M.6.8,LANTAI 2,L.010,0.0028
b. Upah,SNI-M.6.8,LANTAI 2,L.007,0.0066
b. Upah,SNI-M.6.8,LANTAI 2,L.004,0.0099
b. Upah,SNI-M.6.8,LANTAI 2,L.008,0.077
a. Bahan,SNI-M.6.8,LANTAI 2,M.011,0.43
a. Bahan,SNI-M.6.8,LANTAI 2,M.012b,0.15
a. Bahan,SNI-M.6.8,LANTAI 2,M.011f,0.2
a. Bahan,SNI-G.6.30,LANTAI 2,M.005s,2
a. Bahan,SNI-G.6.30,LANTAI 2,M.009c,0.35
a. Bahan,SNI-G.6.30,LANTAI 2,M.005g,0.015
b. Upah,SNI-G.6.30,LANTAI 2,L.010,0.0066
b. Upah,SNI-G.6.30,LANTAI 2,L.007,0.0363
b. Upah,SNI-G.6.30,LANTAI 2,L.002,0.363
b. Upah,SNI-G.6.30,LANTAI 2,L.008,0.33
a. Bahan,SNI-G.6.30,LANTAI 2,M.006,0.4
a. Bahan,SNI-G.6.30,LANTAI 2,M.005a,0.04
